model,dataset,flip_rate,mean_yes_pct,mean_brd,brd_ci_lo,brd_ci_hi,min_brd,mean_acc,acc_ci_lo,acc_ci_hi,debate_brd,baseline_yes_pct,baseline_brd,base_rate
gemini/gemini-2.5-flash,compas,0.4,0.46806800000000004,0.040126,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.542154,0.45,0.63,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.41,0.471404,0.04073199999999999,0.0,0.11999999999999994,0.0,0.537444,0.46,0.62,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.42,0.474166,0.043018,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.5334899999999999,0.45,0.63,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.43,0.4773,0.043576,0.0,0.11999999999999994,0.0,0.529034,0.44,0.62,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.44,0.480538,0.045626,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5243639999999999,0.43,0.61,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.45,0.48311800000000005,0.046245999999999995,0.0,0.11999999999999994,0.0,0.521782,0.44,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.46,0.48647799999999997,0.049046000000000006,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.517226,0.43,0.61,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.47,0.490356,0.050471999999999996,0.0,0.13999999999999996,0.0,0.511916,0.42,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.48,0.4934460000000001,0.053094,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5091979999999999,0.43,0.59,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.49,0.4972160000000001,0.055291999999999994,0.0,0.13999999999999996,0.0,0.504294,0.42,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.5,0.5003479999999999,0.05757999999999999,0.010000000000000009,0.14999999999999997,0.010000000000000009,0.50041,0.41,0.59,0.06260504201680667,0.34,0.10999999999999999,0.45
